hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hwhoperm,hallocateoften,hnewclear_a,hcleardriver1,hcleardriver2,hrank_health,hrank_farmland,hrank_edu,hrank_job,watsource,watsource_prim,watsource_hhnum,watsource_safe,watsource_whysafe,watsource_whynosafe,borehole_func,borehole_nonfunc,borehole_mgmt,borehole_chall_yn,borehole_chall,borehole_seaschng,borehole_yrchng,health_dist,health_trans,health_qual,health_out,health_outfreq,health_outtype,health_chw,health_chwtype,health_chwfreq,health_chwsvc,fhhinc_timber,fhhinc_nontimber,fincomeprod_1,fincomeprod_2,forest_noaccess,noaccwhy,noaccimpact,forstrict_who,forguard,ccrb_yn,ccrb_name,vag_yn,vag_name,vag_meet,vag_whoattnd,vag_women,vag_womrestrict,vag_youth,govern_foruse,gov_change,gov_changewho,fparticipateyn,ftalk_who,comsvc,comsvc_watsan_yr,comsvc_watsan_imp,comsvc_edu_yr,comsvc_edu_imp,comsvc_health_yr,comsvc_health_imp,comsvc_mgmt,hunt_unauth,wood_unauth,fpolicy_action,fpolicy_effective,fclear_yn,fclear_punishyn,fclear_punish,fclear_rulebreak,fclear_rulefollow,fclear_who,fclear_whomost,fhuntfire_yn,fhuntfire_punishyn,fhuntfire_punish,fhuntfire_rulebreak,fhuntfire_rulefollow,fhuntfire_who,fhuntfire_whomost,ftimber_yn,ftimber_punishyn,ftimber_punish,ftimber_rulebreak,ftimber_rulefollow,ftimber_who,ftimber_whomost,ffire_yn,ffire_punishyn,ffire_punish,ffire_rulebreak,ffire_rulefollow,ffire_who,ffire_whomost,hproblem_job,hfsupport,hfsupport_who,hfsupport_type,hfrstserv_ben_1,hfrstserv_ben_2,hfrstserv_ben_3,hfrstserv_ben_4,hfrstserv_ben_5,hfrstserv_ben_6,htourism_pay,htourism_whoreceive,htourism_amt,hmine_co,hmine_pay,hmine_whoreceive,hmine_amt,watt_tour,watt_lodge,crbatt_employ,conserve_neg,hunt_prestige,parkatt_waste,parkatt_help,parkatt_employ,parkatt_meat,parkatt_adverse,parkatt_outside,parkatt_harrass,hvage,hvsize,hvsize_pop,hvsize_chng,hvsize_where,hvsize_tribe,hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hmigrate_farm,health_dist,fhhconsume,vag_yn,vag_youth,comsvc_watsan_yr,comsvc_edu_yr,comsvc_health_yr,
4,9,4,7,2 4,4,0,,,5,5,5,5,4,,30,3,,2,,0,,,,,,4,1,3,0,,,1,3,3,3 11,5,5,0,,1,6,6 9 10,8,1,0,,0,,,,,,,8,1,2,0,,,,,,,,,,5,5,5,1,1,0,,0,2,97,,1,1,10,0,2,2,,1,1,12,0,2,3,,1,1,15,0,1,1,,6,0,,,0,0,0,0,0,0,,,,,,,,4,2,,5,3,5,1,3,1,5,4,4,1,13,6,2,5 13,5,4,9,4,7,5,4,1,0,,,,,
3,8,3,3,4,4,3,1,2,5,3,5,5,2,,50,2,3,2,2,0,1 2,1,1 2,2,4,3,1,1,0,,,1,3,3,3,1,5,0,,1,6,3,7,0,0,,0,,,,,,,8,1,2,0,,,,,,,,,,5,4,0,,1,1,15,0,1,97,,1,1,10 12,0,2,97,,1,1,1 2,0,2,4,,1,1,3,0,3,1 2,1,10,0,,,0,0,0,0,0,0,,,,,,,,4,4,,5,2,4,2,3,3,5,2,4,2,14,7,4,,,3,8,3,3,4,3,2,0,,,,,
3,9,8,2,0,5,5,2,0,5,5,5,5,2,,100,2,2,3,1,0,4,1,2,2,4,3,1,1,1,3,3 4 97,0,,,,4,4,5,6,0,,,,0,0,,0,,,,,,,9,0,,1,1,,,,,,,,,4,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,8,0,,,0,0,0,0,0,1,,,,,,,,4,4,,4,4,4,4,4,4,4,1,4,1,10,6,2,97,1,3,9,8,2,4,3,1,0,,,,,
2,11,6,2,0,5,0,,,5,5,5,5,2,,30,1,2,,1,1,4,1,2,2,4,2,1,1,1,3,1 2 3 4 8,1,4,5,2,5,4,6,21,0,,,,0,0,,0,,,,,,,8,0,,0,,,,,,,,,,5,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,1,,,,,,,,4,4,,4,3,4,4,5,5,5,1,4,2,28,7,3,,,2,11,6,2,4,2,1,0,,,,,
3,8,7,3,3,4,0,,,5,5,5,5,2 4 7 8,2,100,1,3,,1,1,0,1,2 3 4 5,1,4,3,1,2,1,4,3 4,1,1,4,3,4,4,21,20,0,,,,0,0,,0,,,,,,,8,1,2,0,,,,,,,,,,5,5,0,,1,0,,0,1,2,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,5,5,4,4,4,4,4,1,4,1,7,4,2,1 2,1,3,8,7,3,5,3,1,0,,,,,
4,7,5,4,1,5,3,1,2,5,3,5,5,4,,32,1,1,,,0,,,,,,5,1,1,0,,,0,,,,5,4,21,7,0,,,,0,0,,0,,,,,,,1,0,,0,,,,,,,,,,5,4,0,,0,,,,,,,1,1,1 12,0,1,1,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,4,,3,1,3,1,4,3,4,1,3,1,32,3,3,,,4,7,5,4,5,5,4,0,,,,,
5,8,5,5,1,3,5,1,4,5,3,5,5,2,,30,1,1,,1,0,0,0,,0,3,5,1,2,0,,,0,,,,5,5,21,6,0,,,,0,1,4,0,,,,,0,,8,0,,1,1 8,0,,,,,,,0,5,5,0,,1,1,15,0,1,1,,1,1,10,0,1,1,,1,1,2 9,0,1,2,,0,,,,,,,10,1,5,97,0,0,0,0,0,0,,,,,,,,4,4,4,3,2,4,4,4,4,2,2,2,2,30,4,3,,,5,8,5,5,4,5,4,0,,,,,
2,8,4,8,1,5,5,1,2,5,5,5,5,2,,35,1,3,,1,0,1,1,2,0,3,3,1,1,0,,,1,1,3,1,5,4,14,13,1,6,5 8 9,8,0,0,,0,,,,,,,8,0,,0,,,,,,,,,,5,4,0,,1,1,15,0,1,1 2,1,1,1,10,1,1,1,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,1,3,,3,1,4,2,4,4,2,1,1,2,29,5,2,2,1,2,8,4,8,4,3,3,0,,,,,
3,8,5,3,1,5,0,,,5,3,5,5,4,,17,3,,2,,0,,,,,,3,1,1,0,,,1,2,2,4,5,3,21,7,0,,,,0,0,,0,,,,,,,8,0,,0,,,,,,,,,,5,5,0,,1,1,15,0,1,1,,1,1,15,0,1,2,,1,1,15,0,1,2,,0,,,,,,,9,0,,,0,0,0,0,0,0,,,,,,,,4,4,,3,2,4,1,5,5,4,1,2,1,17,4,3,,,3,8,5,3,5,3,4,0,,,,,
2,8,5,7,1,5,0,,,5,5,5,5,2,,9,1,3,,1,0,1,1,2 3 4,0,3,5,2,2,0,,,0,,,,5,4,7,21,0,,,,0,0,,0,,,,,,,8,0,,0,,,,,,,,,,5,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,4,,3,1,4,2,4,4,4,1,2,1,9,3,3,,,2,8,5,7,3,5,3,0,,,,,
3,6,8,3,2,4,0,,,5,5,5,2,2,,21,1,3,,3,0,1,0,,0,3,3,2,1,0,,,0,,,,5,5,2,13,1,2,6,10,0,0,,1,97,,4,1,97,1,1,0,,1,3,,,,,,,,,5,5,1,4,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,6,0,,,0,0,0,0,0,0,,,,,,,,5,4,,4,3,4,1,4,4,2,1,1,2,21,9,4,,,3,6,8,3,5,3,5,1,1,,,,
5,5,3,7,0,5,15,2,1,5,5,5,5,8,,11,3,,1 3,,0,,,,,,5,3,2,0,,,0,,,,5,5,6,20,0,,,,0,0,,0,,,,,,,8,0,,0,,,,,,,,,,5,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,1,0,,,0,0,0,0,0,0,,,,,,,,4,5,,4,4,4,1,4,4,4,2,4,1,11,5,4,,,5,5,3,7,5,5,1,0,,,,,
2,2,7,2,97,5,5,2,1,5,5,5,5,4,,40,3,,3,,0,,,,,,1,1,1,1,3,1 97,0,,,,3,4,11,20,0,,,,0,0,,0,,,,,,,8,0,,1,4,,,,,,,,,5,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,4,4,,4,4,4,2,4,4,2,2,2,1,28,9,1,4 6,1,2,2,7,2,4,1,1,0,,,,,
2,2,7,2,2,4,0,,,2,5,2,5,4,,30,3,,1,,0,,,,,,2,1,2,0,,,0,,,,5,4,2,0,1,2,3 5,10,0,0,,0,,,,,,,8,0,,0,,,,,,,,,,4,4,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,3,5,,3,2,4,2,3,2,3,1,5,2,30,3,3,,,2,2,7,2,5,2,5,0,,,,,
3,5,5,4,0,5,0,,,5,2,5,5,2,,35,1,1,,1,0,2,1,3,2,3,4,2,5,1,3,1 3,0,,,,5,5,0,,0,,,,1,1,4,1,20,5,1,1,0,1,1,0,,0,,0,,,,,,,3,4,4,5,2,1,1,15,0,1,2,,0,,,,,,,0,,,,,,,0,,,,,,,6,1,3,2,0,0,0,0,0,1,,,,,,,,1,1,1,5,5,4,5,2,2,5,4,4,1,6,5,3,,,3,5,5,4,3,4,4,1,1,,,,
3,6,5,3,2 3,4,0,,,5,5,5,5,2,,50,1,1,,1,1,1,1,2 4 5,2,2,3,1,1,1,2,3 4,0,,,,5,5,0,,1,6 7,5 9 10,5 7 8,1,1,4,0,,,,,0,,8,1,5,0,,0,,,,,,,4,5,5,1 4,1,1,1,10,0,1,2,,1,1,10 13,0,1,2,,1,1,10 12,0,1,2,,1,1,3 15,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,1,2,2,3,2,3,1,2,4,5,3,2,2,4,1,4,,,3,6,5,3,5,3,1,0,,,,,
3,6,5,3,2 4 7,4,0,,,5,2,5,5,2,,50,1,3,,5,1,1 2,1,2,2,3,3,1,2,1,2,1 3 4,1,3,3,4 97,5,5,0,,1,6,3 4 5,5 7 8,1,1,4,1,20,3,4,1,0,1,5,0,,0,,0,,,,,,,1 4,4,5,2 3 5,1,1,1,10,0,1,2,,1,1,10 12,0,2,1 2,2,1,1,2 3,0,1,4,,1,1,3 15,0,2,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,2,5,2,4,2,2,5,5,4,2,2,30,7,2,1 5 6,1 5,3,6,5,3,5,3,1,1,1,,,,
2,5,5,1,2 3,4,0,,,5,4,5,5,2,,50,1,1,,3,0,1 2,1,2 5,2,4,2,1,3,1,4,3 4,0,,,,5,5,0,,1,6 7,3 5,2 7 8,1,1,4,0,,,,,0,,3,0,,0,,0,,,,,,,0,4,4,0,,1,1,3 10 15,0,2,2,,1,1,3 15,0,1,2,,1,1,2 3,0,1,2,,1,1,15,0,2,2,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,3,4,2,5,3,3,2,4,2,4,2,16,4,5,,,2,5,5,1,5,2,1,0,,,,,
3,3,5,3,2,4,0,,,5,5,5,5,2,,100,1,3,,1,0,1,1,2 3,2,4,3,1,3,1,4,4,1,3 4,3,1 4,5,3,7,6,1,6,4 5,7,1,1,4,1,20,3,1,1,0,1,7,1,5,1,3 8,97,,,,,,,1 4,4,4,1 4 5,2,1,1,10,0,1,2,,1,1,10,0,1,2,,1,1,10,0,2,1 2,2,1,1,10,0,1,2,,10,1,12,2,0,0,0,1,0,0,,,,luida mining,1,1,500000,1,1,2,4,4,3,4,4,2,3,4,3,2,17,7,2,97,1,3,3,5,3,4,3,1,1,1,,,,
4,5,5,4,2 3,3,5,1,0,5,4,5,5,2,,38,1,3,,3,2,1,1,2,1,5,4,1,1,1,2,1 3 4,1,3,2,1 4,4,4,3,0,1,6,5,5 7 8,1,1,4,1,97,3,1,1,0,0,7,1,8,1,3 8,0,,,,,,,4,4,5,1 4,1,1,1,12,0,1,2,,1,1,12,4,1,2,,1,1,12,0,1,2,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,3,5,2,5,1,2,2,5,4,1,2,19,8,1,97,1,4,5,5,4,2,4,1,1,0,,,,
3,5,5,3,2 3 7,3,10,1,0,5,3,5,5,2,,100,2,3,2,1,0,2,1,2,1,5,3,1,1,1,3,1 3 4,0,,,,5,3,21,20,1,6,5,7,1,1,4,1,20,3,4,1,0,0,5,0,,1,1 3 8,0,,,,,,,1 4,4,4,1 4,2,1,1,10 13,0,2,1 2,1,1,1,3 10,0,1,2,,1,1,3,1,2,2,,1,1,3 10,0,2,1 2,2,10,1,5 9,2 97,0,0,0,0,0,0,,,,,,,,1,1,1,4,2,5,4,2,1,4,4,4,2,16,8,1,6 9,1,3,5,5,3,3,3,1,1,0,,,,
3,5,5,3,1,5,2,1,2,5,5,5,5,2,,21,1,1,,1,0,2,1,2 3,2,4,3,2,5,1,3,1,0,,,,5,5,0,,0,,,,0,1,4,0,,,,,0,,1,0,,0,,0,,,,,,,0,4,2,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,1,3,3,0,0,0,0,0,0,,,,,,,,1,1,5,5,5,5,1,1,5,5,5,5,2,7,2,3,,,3,5,5,3,3,3,1,0,,,,,
3,5,5,3,0,5,0,,,5,2,5,5,2,,40,1,97,,1,0,2,1,2 3,2,5,3,1,2,1,2,1 3,1,1,,888,5,5,21,0,0,,,,1,1,4,0,,,,,0,,9,0,,1,1 3 4 7,0,,,,,,,1 2,4,5,1 2 3,5,1,1,13 15,0,1,2 3,3,1,1,15,0,1,3,,1,1,12,0,1,2 3,3,0,,,,,,,9,1,97,2,0,0,0,0,0,1,,,,,,,,1,1,5,5,5,5,1,1,5,4,1,5,1,11,3,3,,,3,5,5,3,5,3,5,0,,,,,
2,5,5,1,1,5,0,,,5,5,5,5,2,,35,1,1,,1,0,2,1,3,0,3,2,1,5,0,,,0,,,,5,5,7,5,0,,,,1,1,4,0,,,,,0,,5,0,,0,,0,,,,,,,1,3,5,1 3,1,0,,,,,,,1,1,10,0,1,1,,0,,,,,,,0,,,,,,,5,0,,,0,0,0,0,0,1,,,,,,,,1,1,1,1,1,2,5,5,4,4,3,4,2,30,7,2,5 13,1,2,5,5,1,5,2,5,0,,,,,
2,5,5,2,2 4,5,0,,,5,5,5,5,2,,100,3,,3,4,0,2,1,2,2,4,2,1,2,0,,,1,3,3,4 97,5,4,20,0,0,,,,1,1,4,1,20,4,4,1,0,1,7,0,,0,,0,,,,,,,2 4,5,5,2 4 5,1,1,1,10 12,0,1,2,,1,1,10,0,1,2,,1,1,2 10,0,1,2 4,4,1,1,15,0,2,1,,10,0,,,0,0,0,0,0,0,,,,,,,,3,3,3,5,1,5,2,3,2,4,4,4,2,13,8,2,2,1,2,5,5,2,5,2,1,1,1,,,,
3,6,5,4,3,4,8.199999809,3,4,1,5,1,5,2,,200,1,3,,1,1,2,0,,0,3,4,2,2,1,2,1,1,2,2,1,4,3,1,11,1,5,1,3,0,0,,1,20,3,4,0,0,1,5,0,,0,,,,,,,,,,3,2,4,2,1,1,15,1,4,3,,1,1,13,2,1,5,,1,1,3,3,4,2,,1,1,10,2,2,3,,10,1,2,1,0,0,0,1,0,1,,,,ruida,1,1,4000,2,4,,2,4,5,2,2,4,4,4,4,2,18,3,1,3,5,3,6,5,4,4,4,3,1,1,,,,
2,2,4,2,2 4,4,1.299999952,1,2,5,1,3,5,2,,70,1,2 3,,3,0,1 2,1,2,2,4,2,1,1,1,2,1 3 4,1,1,3,3,5,4,21,7,1,3 6,1 5,5 7 8,1,1,4,1,21,3,2 3 4,1,0,1,8,1,1,0,,0,,,,,,,4 6,5,5,2 3,1,1,1,10 12,0,1,3,,1,1,3 10,0,2,1 2,1,1,1,12,0,1,2,,1,1,10,0,2,1,,10,1,2,2,0,0,0,0,0,0,,,,,,,,1,3,1,3,2,5,3,2,3,4,4,3,2,11,3,2,97,1,2,2,4,2,5,2,1,1,1,,,,
3,4,4,4,2,4,0,,,5,2,5,5,2,,40,1,3,,2,0,1,1,2 4,2,4,3,1,3,1,3,3 4,1,3,3,1 3,5,4,7,21,1,3,4,8,1,1,4,1,21,3,4,1,0,1,8,0,,0,,0,,,,,,,1 4 5,3,5,4,2,1,1,10,0,2,3,,1,1,10,0,1,2 4,4,1,1,1 2 10,0,1,4,,1,1,7 10,2,2,1,,10,1,2,2,0,0,0,0,0,0,,,,,,,,1,4,2,5,1,4,2,2,2,5,4,1,2,14,5,5,,,3,4,4,4,3,3,1,1,1,,,,
2,2,4,2,2 4 7,4,0,,,5,3,5,5,2,,90,1,1,,1,0,1 2,1,2 4,0,3,2,1,3,0,,,1,2 5,3,2 3 4 97,5,5,21,0,1,6 7,10,1 3 5,1,1,4,1,21,3,4,1,0,1,2,0,,0,,1 5 97,4,4,,,4,4,4 6,4,4,5 6,1,1,1,3 10,0,1,2,,1,1,15,0,2,1 2 4,2,1,1,2 3 10,0,1,4,,1,1,10,2,2,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,2,5,2,4,4,2,4,5,5,2,2,43,9,2,1 5,1,2,2,4,2,3,2,1,1,1,4,,4,
2,2,4,2,2 3,4,0,,,5,5,5,5,2,,70,2,3,1,1,1,1,1,2 5,2,3,2,1,2,1,3,1 3 4,1,5,3,4,5,4,21,7,1,6,4,1 2 5 7 8,1,1,4,1,21,3,2,1,2 4,1,5,1,1,1,2 3 4 8,0,,,,,,,1 4,3,4,2,2,1,1,10,0,1,2,,1,1,15,0,1,4,,1,1,3 10,0,1,2 4,4,1,1,15,2,2,1,,10,0,,,0,0,0,0,0,0,,,,,,,,2,3,2,3,1,5,4,2,1,5,5,2,2,10,2,4,,,2,2,4,2,1,2,1,1,1,,,,
2,3,4,3,2 4 7,3,0,,,5,3,5,5,2 3,3,60,2,3,2,1,0,2,1,2 4 5,2,4,3,1,1,1,3,3 4,1,1 5,3,3 97,5,5,7,0,1,6,10,5 7 8,1,1,4,0,,,,,1 3,,5,1,1,0,,0,,,,,,,4 5,4,5,5 6,2,1,1,10,0,1,97,,1,1,10,0,1,2 4,4,1,1,10,0,1,97,,1,1,10 15,2,2,1 2,1,8,1,2,2,0,0,0,0,0,0,,,,,,,,2,3,2,4,2,5,4,4,4,4,4,3,2,9,3,2,97,1,2,3,4,3,3,3,1,0,,,,,
2,2,4,2,2,5,0,,,5,5,5,5,2,,9,1,1,,1,0,1,0,,0,1,2,1,1,1,2,1 2 97,1,5,2,1 2 97,5,5,2,11,1,3,0,2,1,1,4,1,21,3,1,1,0,1,5,0,,1,3 8,4 5,,,3,5,3,5,1 5,4,4,1,1,0,,,,,,,1,0,,0,1,97,,1,1,4,2,1,1,,1,1,4,2,1,1,,10,1,10,2,0,0,0,0,0,0,,,,,,,,2,1,1,2,2,5,5,2,5,2,1,5,1,9,1,2,97,1,2,2,4,2,5,2,3,1,1,,3,3,
2,2,4,2,2 3 7,5,0,,,5,5,3,5,2,,25,1,3,,1,0,4,0,,0,3,2,1,1,0,,,0,,,,5,5,0,,1,3,10,10 11,1,1,4,1,21,5,1,0,0,0,5,0,,0,,5,,,,,2,4,1 2 3 4 5 6,5,5,1 2 3 5,1,0,,,,,,,0,,,,,,,1,1,15,0,1,4,,0,,,,,,,10,1,10,1 2,0,0,0,0,0,0,,,,,,,,2,1,4,5,2,5,2,4,1,4,2,4,1,6,2,2,1,1,2,2,4,2,5,2,1,1,0,,,2,
2,5,4,5,2 3 4,4,0,,,5,4,5,5,2,,80,2,3,2,3,0,1,1,2,1,4,2,1,3,1,3,4,1,5,3,3 4,5,4,21,7,0,,,,1,1,4,1,21,3,4,0,3 4,1,8,1,1,0,,5,,,,,4,4,1 4 5,4,4,4 5,3,1,1,10,0,1,2,,1,1,10 12,0,1,2,,1,1,10 12,0,1,4,,1,1,10,0,2,1 2,2,8,1,2,2,0,0,0,0,0,0,,,,,,,,3,3,3,4,3,5,2,2,5,3,4,3,2,19,7,2,5,5,2,5,4,5,3,2,1,1,1,,,4,
3,4,3,4,4,4,0,,,5,5,5,5,2,,70,1,3,,1,0,1,0,,0,4,4,1,2,0,,,1,3,3,3,5,5,0,,0,,,,0,0,,0,,,,,,,3,0,,0,,,,,,,,,,5,5,0,,1,0,,0,2,97,,1,1,15,0,2,97,,1,1,10,0,2,4,,0,,,,,,,5,0,,,0,0,0,0,0,0,,,,,,,,4,4,,5,2,4,3,4,1,4,4,4,2,9,3,5,,,3,4,3,4,3,4,1,0,,,,,
2,3,4,3,7,5,0,,,5,5,5,5,2,,78,1,1 3,,1,1,2 97,1,3 4 5,2,4,3,1,1,1,2,1 3,1,5,1,1 4,5,5,21,20,1,3,0,5,1,1,4,1,22,3,1,0,0,0,5,1,5,1,3,4,,,2,4,,,0,4,4,1 4,1,1,1,12 14,1,1,2,,1,1,13 14,0,2,2,,1,1,13 14,0,1,2,,0,,,,,,,10,1,10,2,0,0,0,0,0,0,,,,,,,,1,1,4,2,4,5,4,1,1,4,5,5,2,12,3,2,1,1,2,3,4,3,5,3,4,1,0,,2,,
1,1,4,2,0,4,0,,,3,1,5,5,2,,20,1,1,,1,0,4,0,,0,3,2,1,4,0,,,1,5,2,1 3 4,5,5,0,,0,,,,1,1,4,1,21,3,1,1,0,1,1,0,,0,,4,,,2,5,,,1 5,4,5,1 5,1,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,1,3,2 3,0,0,0,0,0,0,,,,,,,,1,1,1,5,5,5,5,1,1,5,1,5,2,15,2,3,,,1,1,4,2,5,2,5,1,1,,2,,
3,3,4,3,2 4 7,4,0,,,5,5,5,5,2 3,2,60,1,3,,1,0,1,1,2,0,3,3,1,1,1,3,1 3 4,0,,,,5,4,7,0,1,6,5 6,8,1,1,4,1,21,3,3 4,1,1 3,1,8,0,,1,2 4 8,0,,,,,,,1 4,5,5,4,2,1,1,10,0,1,2,,1,1,10 12 13,0,1,2 4,4,1,1,2 10,0,1,97,,1,1,3 10,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,2,5,2,4,2,2,2,4,1,2,2,17,6,1,1,1,3,3,4,3,3,3,1,1,1,,,,
2,5,4,5,2,4,0,,,5,5,5,5,2,,60,1,1,,2,0,2,1,2 5,0,3,2,1,1,1,3,1 4,1,1,3,4,5,4,7,21,1,6,1,5 8,1,1,4,1,21,3,2 4,1,0,1,8,1,2,0,,1 5,4,4,,,4,4,1 4,3,5,3 4,2,1,1,10,0,1,2,,1,1,12,0,2,2,,1,1,10 12,2,2,2,,1,1,10,0,1,2,,10,1,1,2,0,0,0,0,0,0,,,,,,,,1,1,2,3,2,5,2,2,4,3,2,1,2,14,7,1,5 97,1 5,2,5,4,5,4,2,1,1,1,4,,4,
2,5,4,5,2,5,0,,,5,5,5,5,2,,78,1,1,,1,2,1,1,2 3 4,2,5,5,1,4,1,2,1 3 4,1,5,1,4,4,5,7,14,1,3,3 9,11,1,1,4,1,22,4,888,1,0,0,1,0,,0,,4,,,3,5,,,0,2,3,0,,1,1,3 10,0,1,4 97,4,1,1,3,0,1,1,,1,1,10 12,2,1,4,,1,1,3 15,0,1,2,,10,1,10 11,2,0,0,0,0,0,0,,,,,,,,5,4,2,5,4,5,5,1,1,1,4,5,2,18,2,2,1,1,2,5,4,5,5,5,4,1,0,,3,,
2,2,4,2,2 3,4,0,,,5,4,5,5,2,,100,1,3,,1,0,1 2,1,2,2,4,2,1,1,0,,,1,5,3,97,5,5,21,0,1,6,9 10,5 7 8,1,1,4,0,,,,,3,,8,1,1,0,,5,,,,,3,4,4,5,5,3,2,1,1,3 10 15,0,1,2,,1,1,10,0,1,4,,1,1,13,0,1,4,,1,1,7,0,2,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,3,2,2,4,2,4,3,4,2,4,2,2,2,8,2,1,2,1,2,2,4,2,5,2,1,0,,,,3,
2,2,5,2,0,5,0,,,5,5,5,5,2,,34,1,1,,1,0,2,0,,0,3,2,1,4,0,,,0,,,,5,5,7,0,0,,,,1,1,4,1,21,3,3 4 6,1,0,1,5,0,,1,3,4 5,,,4,5,3,5,1 4,4,4,1 5,1,1,1,13,0,1,888,,1,1,13 15,0,1,97,,1,1,15,0,1,4,,1,1,15,0,1,97,,8,1,10,3,0,0,0,0,0,0,,,,,,,,1,1,2,5,5,1,5,1,1,4,1,5,2,6,3,3,,,2,2,5,2,2,2,4,1,1,,4,3,
2,5,5,5,1,5,0,,,5,5,5,5,2,,30,1,1 3,,1,1,2,0,,0,3,5,2,1,1,3,1,1,5,3,1 4,4,4,3,7,0,,,,1,1,4,1,22,4,1,1,0,1,5,0,,1,3 8,4,,,4,5,,,1 2 3,4,,1 5,1,1,1,12,0,1,888,,1,1,10,0,1,888,,1,1,10,0,1,888,,0,,,,,,,10,1,11,2,0,0,0,0,0,0,,,,,,,,2,2,1,4,5,5,2,1,2,4,5,2,1,22,4,3,,,2,5,5,5,5,5,4,1,1,,4,,
1,5,5,1,0,5,2,1,2,5,2,5,4,2,,45,1,1,,1,1,2,0,,0,3,2,1,3,0,,,0,,,,5,5,7,21,0,,,,1,1,4,1,21,5,2 4,1,0,1,1,0,,0,,4 5,,,2,4,2,4,1 5,5,3,1,1,0,,,,,,,1,1,15,0,1,3,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,2,2,4,1,2,2,1,2,1,5,1,33,8,2,1 2,1,1,5,5,1,4,2,4,1,1,,2,2,
4,4,4,4,3,4,4,1,2,5,5,5,5,2,,41,1,3,,1,0,4,1,2 3,2,4,4,1,4,0,,,0,,,,5,5,0,,1,3,5,1 2,1,1,4,1,21,4,1,0,0,0,2,0,,1,1 3 8,0,,,,,,,888,5,4,1 4 5,2,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,1,10,2,0,0,,,0,,,,,,,,,1,2,2,4,2,2,5,4,4,2,1,2,2,15,4,2,1,1,4,4,4,4,4,4,1,1,0,,,,
3,5,5,5,1,5,0,,,2,5,5,5,2,,23,1,1,,1,0,2,0,,0,3,4,3,4,0,,,0,,,,4,4,1,4,0,,,,1,1,4,1,21,3,1,1,0,1,1,0,,1,2 3,4 5,,,2,5,2,5,1 2 3 5,3,4,1 5 6,1,1,1,10,0,2,2,,1,1,10,0,2,2,,1,1,12 15,0,2,3,,1,1,15,0,2,2,,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,1,2,4,5,5,1,5,1,1,5,2,6,2,3,,,3,5,5,5,1,4,3,1,1,,2,2,
2,4,4,4,3,4,0,,,5,5,5,5,2,,30,1,2 3,,2,0,1 2,1,2,0,3,4,1,1,1,2,1 3,1,1,2,3 4,5,4,7,20,1,6,6 9 10,11,1,1,4,1,21,2,1,1,0,1,8,0,,1,2 3 8,97,,,,,,,0,4,4,4,3,1,1,10,0,1,97,,1,1,10,0,1,97,,1,1,10 13,0,1,97,,1,1,3 10,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,2,4,3,4,1,4,3,4,5,4,2,18,2,1,97,1,2,4,4,4,4,4,1,1,1,,,,
2,2,4,2,7,5,0,,,5,5,5,5,2,,19,1,3,,1,0,2,1,3,2,3,2,1,4,0,,,0,,,,5,5,18,0,1,3 97,3 9,10 11,1,1,4,1,21,4,1,0,0,0,5,0,,0,,0,,,,,,,0,5,4,888,1,1,1,9 10,0,1,2 3,3,1,1,12 14,0,2,3,,1,1,12 14,0,1,2,,0,,,,,,,10,1,10,1,0,0,0,0,1,1,,,,,,,,1,2,3,4,5,2,5,3,1,5,4,3,2,6,5,2,1,1,2,2,4,2,5,2,5,1,0,,,,
3,3,4,3,3,4,2,3,4,5,5,5,5,2,,21,1,3,,1,0,1,1,2 3,0,3,3,1,4,0,,,0,,,,5,4,0,,1,2 3,0,10 11,1,1,4,1,21,4,1,0,0,0,2,0,,0,,5,,,,,3,4,5,4,5,5,2,1,1,10,0,1,888,,0,,,,,,,0,,,,,,,0,,,,,,,10,1,10,2,,,0,,,0,,,,,,,,2,1,2,1,2,3,2,4,2,4,4,2,2,6,2,2,1,1,3,3,4,3,3,3,1,1,0,,,3,
