hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hwhoperm,hallocateoften,hnewclear_a,hcleardriver1,hcleardriver2,hrank_health,hrank_farmland,hrank_edu,hrank_job,watsource,watsource_prim,watsource_hhnum,watsource_safe,watsource_whysafe,watsource_whynosafe,borehole_func,borehole_nonfunc,borehole_mgmt,borehole_chall_yn,borehole_chall,borehole_seaschng,borehole_yrchng,health_dist,health_trans,health_qual,health_out,health_outfreq,health_outtype,health_chw,health_chwtype,health_chwfreq,health_chwsvc,fhhinc_timber,fhhinc_nontimber,fincomeprod_1,fincomeprod_2,forest_noaccess,noaccwhy,noaccimpact,forstrict_who,forguard,ccrb_yn,ccrb_name,vag_yn,vag_name,vag_meet,vag_whoattnd,vag_women,vag_womrestrict,vag_youth,govern_foruse,gov_change,gov_changewho,fparticipateyn,ftalk_who,comsvc,comsvc_watsan_yr,comsvc_watsan_imp,comsvc_edu_yr,comsvc_edu_imp,comsvc_health_yr,comsvc_health_imp,comsvc_mgmt,hunt_unauth,wood_unauth,fpolicy_action,fpolicy_effective,fclear_yn,fclear_punishyn,fclear_punish,fclear_rulebreak,fclear_rulefollow,fclear_who,fclear_whomost,fhuntfire_yn,fhuntfire_punishyn,fhuntfire_punish,fhuntfire_rulebreak,fhuntfire_rulefollow,fhuntfire_who,fhuntfire_whomost,ftimber_yn,ftimber_punishyn,ftimber_punish,ftimber_rulebreak,ftimber_rulefollow,ftimber_who,ftimber_whomost,ffire_yn,ffire_punishyn,ffire_punish,ffire_rulebreak,ffire_rulefollow,ffire_who,ffire_whomost,hproblem_job,hfsupport,hfsupport_who,hfsupport_type,hfrstserv_ben_1,hfrstserv_ben_2,hfrstserv_ben_3,hfrstserv_ben_4,hfrstserv_ben_5,hfrstserv_ben_6,htourism_pay,htourism_whoreceive,htourism_amt,hmine_co,hmine_pay,hmine_whoreceive,hmine_amt,watt_tour,watt_lodge,crbatt_employ,conserve_neg,hunt_prestige,parkatt_waste,parkatt_help,parkatt_employ,parkatt_meat,parkatt_adverse,parkatt_outside,parkatt_harrass,hvage,hvsize,hvsize_pop,hvsize_chng,hvsize_where,hvsize_tribe,hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hmigrate_farm,health_dist,fhhconsume,vag_yn,vag_youth,comsvc_watsan_yr,comsvc_edu_yr,comsvc_health_yr,
3,6,3,3,2 3 7,4,0,,,5,3,5,5,2,,32,1,3,,1,1,2,1,2 3 4,2,3,3,1,4,0,,,1,5,1,4,5,5,0,,1,1,5,1 2 5 8,1,1,4,1,23,4,1,0,0,0,5,0,,0,,0,,,,,,,1 2 3 5,5,4,1 5,1,1,1,10,0,1,3,,0,,,,,,,0,,,,,,,0,,,,,,,10,1,10,2,0,0,0,0,0,0,,,,,,,,2,2,4,4,2,5,2,3,4,5,3,4,1,16,5,2,1,1,3,6,3,3,2,3,1,1,0,,,,
3,5,2,3,2 3,4,0,,,5,2,5,5,2,,40,1,1 3,,1,0,1,1,2 3,2,4,3,1,3,0,,,1,1,3,3,5,4,4,7,1,6 7,10,2 5 8,1,1,4,0,,,,,4,,2,0,,0,,0,,,,,,,4,5,4,4,2,1,1,10,0,1,97,,1,1,10,0,1,97,,1,1,10,1,1,3,,1,1,10,3,2,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,3,4,3,4,1,4,1,3,1,5,4,4,2,12,2,2,97,1 2,3,5,2,3,5,3,1,0,,,,,
2,6,3,2,3 7,2,0,,,5,5,5,5,2,,15,1,3,,1,0,2,0,,0,3,2,1,1,1,5,1,1,5,3,4,5,5,0,,0,,,,1,1,4,1,23,3,1,0,0,0,5,0,,0,,0,,,,,,,1,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,4,4,1,5,3,,1,,,5,1,8,3,3,,,2,6,3,2,5,2,5,1,0,,,,
3,5,3,3,2,4,0,,,5,5,5,5,2,,70,1,3,,1,0,1,1,2,2,4,3,1,4,1,3,1 3,1,5,3,3,5,4,4,0,0,,,,1,1,4,0,,,,,0,,8,0,,0,,1,3,4,,,,,4 5,5,4,4 5,3,1,1,10,0,1,97,,1,1,10,0,1,1,,1,1,10,0,1,97,,1,1,10,0,1,97,,10,1,10,2,0,0,0,0,0,0,,,,,,,,3,3,3,4,1,4,2,4,2,3,5,5,2,10,8,1,97,1,3,5,3,3,1,3,1,0,,3,,,
2,7,2,2,2 4,4,0,,,5,5,5,5,2 4,2,30,1,3,,1,2,1,1,2 4,0,3,4,1,3,1,3,3,1,5,3,3,5,5,7,20,1,6,4 5,5,1,1,4,0,,,,,0,,5,0,,0,,5,,,,,2,4,1 4,5,4,5,3,1,1,10,0,2,2 3,3,1,1,10 12 13,0,2,97,,1,1,10,0,1,97,,1,1,3 7,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,3,5,2,4,2,4,2,4,4,3,2,6,2,5,,,2,7,2,2,1,4,1,0,,,,2,
3,8,3,3,2 4,4,1,1,2,5,5,5,5,2,,50,1,3,,1,0,1,1,2,2,5,3,1,1,1,3,3 4,1,1 5,3,3,5,5,3,20,1,6,5 9,2 5 8,1,1,4,1,22,3,4,1,0,1,8,0,,0,,0,,,,,,,1 4 5,4,5,1 4 5,2,1,1,10,0,2,1,,1,1,10,0,1,97,,1,1,10,0,1,97,,1,1,3,0,1,1 2,1,10,0,,,0,0,0,0,0,0,,,,,,,,4,2,4,,,3,1,4,3,2,3,3,2,20,5,2,97,1,3,8,3,3,4,3,1,1,1,,,,
3,8,3,3,2 4,3,0,,,5,5,5,5,2,,5,1,3,,1,0,2,1,2 3,1,5,3,1,3,1,2,1 3 4,0,,,,5,5,0,,1,6 7,4,2 5 8,1,1,4,0,,,,,3 5,,5,1,2,0,,0,,,,,,,4,5,4,5 6,2,1,1,10,0,2,1,,1,1,10,0,1,97,,1,1,12,0,1,97,,1,0,,0,3,1,,10,0,,,0,0,0,0,0,0,,,,,,,,3,4,3,5,1,5,1,4,3,4,5,3,2,6,2,5,,,3,8,3,3,4,3,1,0,,,,,
2,2,3,2,2 3 7,4,8,2,1,5,5,5,5,2,,21,,,,1,0,1,1,4,0,3,2,1,3,1,2,1,0,,,,5,5,7,0,0,,,,0,1,4,1,25,3,1,1,0,0,2,0,,1,1 8,4,,,2,5,,,5,3,3,1 3 5,2,1,1,3,0,1,1,,1,1,3,0,1,1,,1,1,3,0,1,1,,1,1,3,0,1,1,,8,0,,,0,0,0,0,0,0,,,,,,,,1,1,1,5,5,5,1,1,5,5,,4,1,6,5,1,1,1,2,2,3,2,4,2,1,1,0,,2,,
3,6,3,5,2,3,0,,,5,5,5,4,2,,21,1,1,,1,1,97,,,0,3,5,1,2,0,,,0,,,,4,4,6,0,0,,,,1,1,,0,,,,,3,,1,0,,0,,0,,,,,,,1 2 3 4 5,5,5,1 2 5,3,1,1,11,1,2,2 3,2,1,1,10,0,2,2,,1,1,3,0,2,2 4,4,0,,,,,,,8,0,,,0,0,0,0,0,0,,,,,,,,5,5,4,5,4,4,1,4,4,3,4,4,1,21,3,2,1 4 13,1 5,3,6,3,5,4,5,1,0,,,,,
5,8,3,5,2 3,4,5,4,3,5,5,5,5,4,,30,3,,3,,0,,,,,,5,2,2,0,,,0,,,,5,5,0,,0,,,,0,1,4,1,25,4,1,0,0,0,2,0,,0,,5,,,,,2,5,5,4,4,5,2,1,1,10,2,2,2 3,3,0,,,,,,,1,1,10,0,1,2 4,4,0,,,,,,,8,0,,,0,0,,0,,0,,,,,,,,1,2,2,2,2,2,2,2,2,2,,4,2,20,5,2,1,1,5,8,3,5,1,5,1,1,0,,,2,
1,1,3,1,2 7,4,0,,,5,5,5,5,2,,60,1,3,,2,0,1,1,2,2,4,1,1,3,0,,,1,1 5,3,3,5,4,20,0,1,6,5 9 10,5 7 8,1,1,4,1,22,3,2 4,1,0,1,8,0,,1,2 3 8,4,,,4,5,,,5,5,5,5,2,1,1,10,0,1,2,,1,1,10,0,1,97,,1,1,10,0,2,97,,1,1,15,0,1,1,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,4,4,2,4,2,2,2,4,3,4,2,40,9,1,97,1,1,1,3,1,2,1,1,1,1,,4,,
3,8,3,3,2 4,4,0,,,5,1,5,5,2,,40,2,1,2,1,0,1,1,2,2,4,3,1,1,0,,,1,3,3,3,5,4,20,7,1,6,9 10,5,1,1,4,0,,,,,0,,7,0,,0,,0,,,,,,,5,4,4,5,1,1,1,10,0,2,97,,1,1,10,0,2,2,,1,1,10 12,0,2,97,,1,0,,6,1,1 2,2,5,0,,,0,0,0,0,0,0,,,,,,,,2,2,4,5,4,4,2,2,1,5,1,3,2,10,3,5,,,3,8,3,3,1,3,1,0,,,,,
2,7,2,2,2,4,10,1,2,5,5,5,5,2,,40,1,3,,1,0,1 2,0,,0,3,2,1,2,1,3,1 3,1,5,,4,5,5,0,,0,,,,0,1,4,1,24,4,1,0,0,0,5,0,,1,1 3 4,4 5,,,4,5,2,5,1,3,4,1,1,0,,,,,,,0,,,,,,,1,1,12 14,0,1,888,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,2,1,1,4,5,5,1,1,2,5,1,1,2,21,8,2,1,1,2,7,2,2,4,2,2,1,0,,4,2,
1,3,4,3,2,1,10,1,2,5,5,5,5,2,,17,3,,3,1,3,1,1,2 5,0,3,3,1,3,1,3,1 4 10,1,1 5,3,1 4,5,5,0,,1,2 3 5,5 6 9 10,2 5,1,1,4,1,22,3,1,1,0,1,2,0,,1,7 8,4,,,3,5,,,3 4 5 6,2,4,3,1,0,,,,,,,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,2,2,,7,0,,,0,0,0,0,0,0,,,,,,,,1,1,1,5,5,5,1,4,5,5,1,4,1,16,3,1,1,1,1,3,4,3,2,3,2,1,1,,3,,
1,7,2,1,2 4 7,3,0,,,5,5,5,5,2,,100,1,1 3,,1,1,1,1,1 3,2,4,1,1,1,0,,,0,,,,5,4,4,7,1,6,5 9 10,5 7 8,1,1,4,1,22,2,4,1,0,1,5,0,,0,,0,,,,,,,1 4,5,5,4,2,1,1,10 15,0,2,97,,1,1,10,0,2,97,,1,1,12,0,2,97,,1,0,,0,1,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,3,2,2,4,1,4,1,3,4,2,4,4,2,35,9,2,5,5,1,7,2,1,3,1,1,1,1,,,,
2,8,3,2,2 3,5,0,,,5,2,5,5,2,,25,1,1 3,,1,0,1,0,,2,4,2,1,1,1,3,3 4,1,1 5,3,3,5,4,20,4,1,6,5 9,5 8,1,1,4,1,22,3,4,0,1 2,1,8,0,,0,,0,,,,,,,1 4,4,4,4,3,1,1,10,0,2,3,,1,1,10,0,1,97,,1,1,10,0,1,97,,1,1,15,0,1,1 2,1,10,0,,,0,0,0,0,0,0,,,,,,,,4,4,4,4,2,4,2,3,3,5,4,4,2,8,2,5,,,2,8,3,2,4,2,1,1,1,,,,
2,8,3,2,2,5,1,1,2,5,5,5,5,2,,52,1,3,,1,0,2,1,2 3,2,4,2,1,2,0,,,0,,,,5,5,0,,0,,,,0,1,4,1,25,,888,0,0,0,1,0,,0,,0,,,,,,,0,4,5,1,1,0,,,,,,,1,0,,0,1,888,,1,1,10 12 14,0,1,888,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,4,4,4,2,4,1,2,4,1,4,2,12,6,2,1,1,2,8,3,2,4,2,1,1,0,,,,
1,1,2,1,2 4 7,3,0,,,5,5,5,5,2 4,2,50,1,3,,1,2,2,1,1 2 3,2,2,3,1,1,1,3,3,1,5,3,3,5,4,7,20,1,6 7,2 4 5,5,1,1,4,1,22,4,4,0,4,1,5,0,,0,,5,,,,,2,5,3 5,4,5,2 3 5,2,1,1,15,0,2,1 2,2,1,1,10 12,0,1,2 4,4,1,1,10,0,1,97,,1,1,3 7,0,2,1 2,1,8,0,,,0,0,0,0,0,0,,,,,,,,2,2,3,5,2,5,2,3,1,4,2,3,2,13,6,4,,,1,1,2,1,3,3,1,1,1,,,2,
5,7,2,7,2 4,4,10,2,1,5,5,5,5,8,,11,3,,3,,0,,,,,,5,1,2,1,3,1 3,0,,,,5,5,1,21,0,,,,1,1,4,1,24,4,4 5,0,0,0,3,0,,1,3 7 8,4 5,,,3,5,2,5,1 3,4,4,1 5,1,1,1,10,3,2,1,,0,,,,,,,1,1,10,0,2,888,,0,,,,,,,10,1,3,2,0,0,0,0,0,0,,,,,,,,1,1,1,4,4,4,4,1,4,4,1,5,1,11,4,4,,,5,7,2,7,2,5,2,1,0,,3,2,
2,4,2,4,2 3 4,4,0,,,5,5,5,5,2 4,2,60,2,3,2,1,2,1,1,2 3,2,4,4,1,2,1,3,3,0,,,,5,3,20,7,0,,,,1,1,4,1,22,3,4,0,3,1,2,0,,0,,5,,,,,2,4,4,5,3,5 6,2,1,1,10,0,1,2,,1,1,10 12,0,1,2,,1,1,10 12,0,1,97,,1,1,10,0,1,1,,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,3,5,2,5,2,3,5,4,2,4,2,14,3,4,,,2,4,2,4,1,4,1,1,1,,,2,
5,5,3,5,2 3,4,0,,,5,5,5,5,4 8,4,12,3,,3,,0,,,,,,5,1,4,1,3,1 4,0,,,,5,5,20,21,0,,,,0,1,4,1,25,4,1,0,0,0,5,0,,1,4 5,4 5,,,4,5,2,5,4 5,4,5,1 4,1,1,1,10,0,2,97,,1,1,10 13 97,0,2,2,,1,1,97,0,2,97,,1,1,10 97,0,2,888,,10,0,,,0,,,0,0,1,,,,,,,,1,1,4,2,4,4,2,4,2,4,2,5,1,14,6,2,1,1,5,5,3,5,5,5,1,1,0,,4,2,
2,2,3,2,2 4,2,50,3,2,5,5,5,5,2,,15,3,,1,1,1,1,1,3,0,3,2,1,4,1,3,1 4 10,0,,,,5,5,11,21,0,,,,0,1,4,1,25,3,1,1,0,1,2,0,,1,1,97,,,,,,,5,3,3,5,2,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,1,2,,3,0,,,0,0,0,0,0,1,,,,,,,,1,1,2,5,5,5,5,5,5,5,1,5,2,6,2,1,1 2,1,2,2,3,2,2,2,2,1,1,,,,
2,7,3,2,2,2,5,1,2,5,5,5,5,2,,17,,,,1,0,1,1,5,0,3,2,1,1,1,2,1 97,1,1,2,1 97,5,5,7,11,1,2 5,4,1 8,0,1,4,1,25,2,1,1,0,1,2,0,,0,,0,,,,,,,5,4,4,5,1,1,1,3,0,2,1,,1,1,3,0,1,1,,1,1,3,0,1,2,,1,1,3,0,1,4,,9,0,,,0,0,0,0,0,0,,,,,,,,1,1,1,4,5,5,2,4,5,5,3,4,1,9,3,1,1 97,1,2,7,3,2,2,2,1,1,1,,,,
2,8,3,3,2 7,4,0,,,5,5,5,5,2,,60,1,1 3,,2,0,1 2,1,2,2,4,3,1,1,1,2,1 3 4,0,,,,4,4,20,4,1,6 7,5,2 5 8,1,1,4,0,,,,,0,,8,0,,0,,0,,,,,,,4 5,5,5,1 3 4 5,1,1,1,10 15,0,1,1,,1,0,,0,2,97,,1,1,10,0,1,97,,1,0,,0,2,1 2,1,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,3,2,4,4,4,2,2,2,2,4,2,22,9,4,,,2,8,3,3,2,3,1,0,,,,,
2,8,3,3,2 4,3,0,,,5,5,5,5,2 8,2,30,1,3,,2,0,2,1,2,2,4,3,1,1,1,3,3 4,1,3 5,3,3,5,4,20,0,1,6,4 9,2 5 7 8,1,1,4,0,,,,,2 4,,2,0,,0,,0,,,,,,,2 6,5,4,5 6,3,1,1,15,0,2,97,,1,1,10,0,2,97,,1,1,10 12,0,2,97,,1,1,15,0,1,1,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,5,5,1,4,2,4,2,3,1,4,2,9,2,5,,,2,8,3,3,2,3,1,0,,,,,
2,8,3,2,2,4,0,,,3,1,5,5,2,,70,1,3,,2,0,1 2,0,,2,4,2,1,2,0,,,1,1 5,3,3,5,3,20,0,1,6,3 5,5 7 8,1,1,4,1,22,3,3 4,1,2 4 5,1,8,0,,0,,0,,,,,,,1 4 5,5,5,3 5,3,1,1,10 15,0,2,97,,1,1,10 12,0,2,97,,1,1,10,0,2,3,,1,1,6 10,0,1,1 2,1,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,3,4,2,4,1,3,2,5,5,4,2,23,9,1,97,1,2,8,3,2,2,2,1,1,1,,,,
3,6,2,3,2,2,20,2,1,5,5,5,5,4,,8,3,,1,,1,1,,,,,5,2,5,0,,,,,,,5,4,0,,1,5,4,6,1,1,4,1,24,,1,0,5,1,1,0,,0,,4 5,,,2,5,2,5,5,3,5,5,2,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,7,0,,,0,0,0,0,0,0,,,,,,,,1,1,2,5,5,5,2,2,1,5,1,5,1,8,3,2,1,1,3,6,2,3,2,5,2,1,1,,2,2,
2,7,3,2,2 3,3,15,1,2,5,5,5,5,2,,15,1,3,,1,0,1,0,,0,3,2,1,2,1,2,1,0,,,,5,5,7,5,0,,,,0,1,4,1,25,2,1,1,0,1,2,0,,0,,0,,,,,,,3 6,,3,3 5,1,1,1,3,0,1,1,,1,1,3,0,2,1 2,2,1,1,3,0,2,2,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,2,5,5,5,5,2,5,4,2,1,1,7,3,1,1 15,1,2,7,3,2,3,2,1,1,1,,,,
2,2,2,2,3,3,151,1,2,5,5,5,5,2,,8,3,,3,1,0,1,1,1 4,0,3,2,1,1,1,3,1 4 10,1,1 5,3,1 4 10,5,5,7,21,1,5,4,5 6,0,1,4,1,25,3,1,1,0,0,2,0,,1,8,0,,,,,,,5,4,3,5,2,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,1,2,,9,0,,,0,0,0,0,0,0,,,,,,,,1,1,2,5,5,4,5,2,5,5,1,2,1,8,2,2,97,1,2,2,2,2,2,2,2,1,0,,,,
5,8,3,5,3,3,1,3,4,5,5,5,5,8,,32,3,,2 3,,0,,,,,,5,2,4,0,,,0,,,,5,4,5,7,0,,,,0,,,,,,,,,,2,,,0,,,,,,,,,,5,5,5 6,2,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,,0,0,0,0,0,,,,,,,,5,5,,2,4,4,2,2,2,2,2,5,1,6,2,3,,,5,8,3,5,5,5,1,,,,,,
3,7,2,3,2 3,2,1,1,2,5,5,5,5,2 8,2,45,2,3,2,1,0,1,1,2,2,4,3,1,2,0,,,1,3,3,3,5,5,0,,1,6,3 6 9,7 8,1,1,4,0,,,,,1,,5,1,1,0,,0,,,,,,,1 6,5,3,3 5,3,1,1,15,0,1,3,,1,1,12,0,2,4,,1,1,10 12,0,2,4,,1,1,3,0,3,1 2,2,3,0,,,0,0,0,0,0,0,,,,,,,,4,4,4,5,2,4,2,4,1,5,2,5,2,15,4,2,5,5,3,7,2,3,4,3,1,0,,,,,
3,7,2,3,2 4,3,0,,,5,3,5,5,2 4,2,20,1,1,,1,2,1 2,1,2 3,0,3,4,1,4,1,3,3,1,3,3,1 3,5,4,7,20,1,6,2 5,2 5 8,1,1,4,0,,,,,3,,8,0,,0,,5,,,,,2,4,1 4,4,5,6,1,1,1,10,12,2,1 2,2,1,1,10,0,1,1,,1,1,10,0,1,97,,1,1,10,3,1,3,,10,0,,,0,0,0,0,0,0,,,,,,,,3,4,2,4,1,4,1,3,1,4,5,4,2,6,1,4,,,3,7,2,3,4,4,1,0,,,,2,
2,6,4,2,2 3,4,2,1,2,5,5,5,5,2,,35,1,3,,1,0,2 4,1,2 3,0,3,2,1,4,0,,,0,,,,5,5,0,,1,3,9,1 2 5,1,1,4,1,23,4,1,0,0,0,2,0,,0,,0,,,,,,,5,4,4,2 5,1,1,1,12 14,0,1,3,,0,,,,,,,1,1,12,2,2,1,,1,1,12,0,2,2,,10,1,10,2,,0,0,0,,0,,,,,,,,1,1,4,1,2,4,4,5,1,3,1,4,2,32,3,4,,,2,6,4,2,4,2,1,1,0,,,,
2,8,3,2,2 3 7,3,9,1,2,5,5,5,5,2,,17,1,3,,1,0,1,1,3 5,0,3,2,1,4,1,1,1,0,,,,5,4,7,0,1,3 5,4 6,2,0,1,4,1,25,3,1,1,0,0,2,0,,1,1 8,4,,,2,5,,,5,5,2,5,2,1,1,3,0,2,1,,1,1,3,0,1,1,,1,1,3,3,2,2,,1,1,3,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,5,5,5,5,5,2,4,2,2,5,2,10,3,1,1,1,2,8,3,2,5,2,1,1,0,,2,,
2,5,1,2,2 4,4,0,,,5,5,5,5,2 4,2,50,1,3,,1,1,1,0,,1,4,3,1,2,1,3,3 4,1,3 5,3,3 11,5,4,20,7,0,,,,1,1,4,1,22,3,3 4,1,0,1,8,0,,0,,0,,,,,,,1 4 6,5,5,4 5 6,2,1,1,10,0,1,97,,1,1,10,1,2,1,,1,1,10,0,1,2,,1,1,10,2,2,1,,10,0,,,0,0,0,0,0,0,,,,,,,,3,3,3,3,1,4,2,2,2,4,5,3,2,13,5,1,2,1 2,2,5,1,2,4,3,1,1,1,,,,
3,8,3,3,3 4,3,7,1,2,5,5,5,5,2,,100,2,1 3,97,1,0,2,1,2,0,3,3,1,2,1,3,1 4 6,1,1 3,3,1 6,4,5,7,6,0,,,,0,0,,1,97,5,4,1,3 5,1,2,0,,0,,,,,,,,,,5,5,1 2 5 6,4,1,0,,0,3,1,,1,0,,0,2,1 2,2,0,,,,,,,1,0,,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,,5,5,4,2,2,4,5,4,5,2,7,2,2,1,1,3,8,3,3,4,3,1,1,1,,,,
2,7,2,2,4,3,2,1,3,5,1,5,5,2 4,4,80,1,3,,1,1,1,1,2 3,2,4,3,1,1,1,3,3,0,,,,5,5,0,,0,,,,1,1,4,0,,,,,3,,8,1,8,0,,5,,,,,2,5,1 4,5,5,4,1,1,1,10,0,1,1,,1,1,12,0,2,97,,1,1,10 12,0,2,3,,1,1,10 15,0,3,1,,10,0,,,0,0,0,0,0,0,,,,,,,,3,3,3,4,4,4,5,3,2,5,5,3,2,9,2,4,,,2,7,2,2,4,3,1,0,,,,2,
4,7,2,4,2 4,3,0,,,5,5,5,5,2 3,2,35,1,1,,1,0,1,1,2,2,4,5,1,2,1,2,1,0,,,,5,3,20,7,1,6,3 9 10,8,1,1,4,0,,,,,3 5,,8,1,8,0,,5,,,,,2,3,1 6,5,4,5,3,1,1,10 15,0,2,2,,1,1,10,0,1,2,,1,1,10,0,2,4,,1,1,7,0,1,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,5,3,4,4,2,5,1,2,2,3,2,9,2,4,,,4,7,2,4,1,5,1,0,,,,2,
2,2,3,2,2 3,3,15,1,2,5,5,5,5,2,,6,1,3,,1,1,1,0,,0,3,2,1,1,1,3,1 4 11,0,,,,4,5,7,5,0,,,,0,1,4,1,25,3,1,0,3,0,2,0,,1,2 5,0,,,,,,,5,4,4,888,2,1,1,3,0,1,2,,1,1,3,1,1,2,,1,1,3,2,1,2,,1,1,3,1,1,2,,9,0,,,0,0,0,0,0,0,,,,,,,,1,2,1,5,5,5,5,5,5,5,1,5,2,6,3,1,97,1,2,2,3,2,2,2,2,1,0,,,,
4,7,2,4,2 3,3,0,,,5,5,5,5,3,,15,3,,2,,0,,,,,,4,1,2,0,,,0,,,,5,4,20,0,1,6,9 10,5 8,1,1,4,0,,,,,0,,5,0,,0,,5,,,,,2,5,1 2 3,4,5,2 6,1,1,1,15,0,1,3,,1,1,10 12,0,2,97,,1,1,10 12,0,1,97,,1,1,15,0,2,1 2,2,7,0,,,0,0,0,0,0,0,,,,,,,,5,5,4,4,2,2,1,3,2,3,2,3,2,8,2,4,,,4,7,2,4,4,4,1,0,,,,2,
3,7,2,4,1,4,11,1,2,5,5,5,5,4,,38,3,,3,,0,,,,,,5,1,2,1,3,1 3,0,,,,5,5,0,,0,,,,0,1,4,1,24,4,1,0,0,0,5,0,,0,,4 5,,,4,5,2,5,1 4 5,5,5,1,1,0,,,,,,,1,1,12 14,0,1,888,,1,1,12 14,0,1,97,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,1,1,4,1,4,5,4,1,4,5,1,1,1,21,8,2,1,1,3,7,2,4,4,5,1,1,0,,4,2,
3,7,2,3,2,3,2,1,3,5,2,5,5,2 4,2,70,1,1,,1,1,1 2,1,2,1,5,4,1,2,0,,,1,1,3,3,5,4,20,0,1,6,4,5 7 8,1,1,4,1,22,3,1,1,5,0,8,0,,0,,5,,,,,2,5,2 6,5,4,5 6,2,1,1,10,0,1,2,,1,1,10,0,1,97,,1,1,10,0,1,2,,1,1,7 10,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,4,4,3,5,2,5,1,4,1,2,4,4,2,9,3,4,,,3,7,2,3,4,4,1,1,0,,,2,
3,3,2,3,2,5,120,3,2,5,5,5,5,2,,40,1,3,,2,0,1,0,,0,3,3,1,1,1,4,1 4,0,,,,5,5,0,,0,,,,,1,4,1,25,3,1,0,3,1,2,0,,1,5,4 5,,,1,5,,5,5,5,4,5,2,1,1,3,3,2,2,,1,1,3,2,2,2,,1,1,3,0,2,2,,1,1,3,2,2,2,,9,0,,,0,0,0,0,0,1,,,,,,,,2,2,1,5,5,2,3,1,2,5,5,5,1,8,2,1,1,1,3,3,2,3,2,3,5,1,1,,1,,
2,4,4,4,3,4,2,1,4,5,5,5,5,2,,28,1,3,,1,0,2 4,1,2 3,2,4,4,1,2,0,,,0,,,,5,5,0,,0,,,,0,1,4,1,21,4,1,0,0,0,2,,,0,,4,,,3,4,,,5 6,4,4,1 3 5,2,1,1,10,0,2,2,,1,1,10,0,1,888,,0,,,,,,,0,,,,,,,10,1,10,2,0,,0,,,,,,,,,,,1,4,4,1,1,3,4,4,2,2,2,4,2,10,3,2,1,1,2,4,4,4,3,4,1,1,0,,3,,
3,8,3,3,4,4,0,,,4,3,5,3,2 8,8,30,3,,1 2,1,1,1,1,2 3,2,5,2,1,1,1,3,1 3,1,1,5,3,5,5,0,,1,6,2 5,8,1,1,4,1,24,5,4,1,0,1,8,1,2,1,2 4 8,5,,,,,3,5,1 4,4,4,4,3,1,1,9,2,2,2,,1,1,10,0,2,97,,1,1,12,0,2,97,,1,1,3 6,0,2,1 2,1,8,0,,,0,0,0,0,0,0,,,,,,,,5,4,3,4,1,4,2,4,2,5,3,4,2,12,5,5,,,3,8,3,3,1,2,1,1,1,,,3,
2,7,2,2,2,2,5,1,2,5,5,5,5,2,,13,3,,3,1,0,1,1,4,0,3,2,1,5,1,3,1 4 97,0,,,,5,1,0,,1,3 5,4 6,2 5 8,0,1,4,1,25,3,1,1,0,1,5,1,5,1,5 8,0,,,,,,,5,4,3,5,2,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,2,2,,1,1,3,0,1,1,,9,0,,,0,0,0,0,0,0,,,,,,,,1,1,1,5,5,5,1,1,5,5,1,5,1,6,2,2,1 97,1,2,7,2,2,4,2,2,1,1,,,,
1,8,3,1,2,5,3,1,2,5,2,5,5,2,,55,1,3,,1,0,1 2 4,1,2,0,3,1,1,2,0,,,0,,,,5,5,20,0,1,3,9,7,1,1,4,1,25,4,1,0,0,0,12,0,,0,,0,,,,,,,1 2 3,4,4,888,2,1,1,3 5 15,0,2,888,,1,1,3 15,0,2,2,,1,1,3 6 15,0,2,2,,0,,,,,,,10,1,5,2,0,0,0,0,0,0,,,,,,,,4,4,5,2,1,4,2,4,1,4,2,5,2,29,7,4,,,1,8,3,1,3,1,1,1,0,,,,
4,7,2,4,0,5,3,1,2,5,5,5,5,2,,21,1,3,,1,1,2,1,2 3,2,4,5,2,2,1,3,1 3,1,5,2,97,4,5,20,22,1,3,6 9 10,8 10 11,1,1,4,1,24,4,1,0,0,0,5,0,,1,3 7 8,4 5,,,4,5,2,5,1 2 3 4 6,4,4,1,1,1,1,10 15,0,2,1 2,1,0,,,,,,,1,1,14,0,2,4 5,5,0,,,,,,,8,1,3 10,2,0,0,0,0,0,0,,,,,,,,1,1,1,4,1,4,4,2,1,1,5,4,1,12,3,4,,,4,7,2,4,2,5,3,1,0,,4,2,
3,7,2,3,3 7,5,2,3,4,5,3,5,5,4,,20,3,,2 3,,0,,,,,,5,2,2,1,3,1 3,0,,,,5,5,0,,0,,,,0,1,4,1,25,4,1,0,0,0,8,0,,0,,4 5,,,4,5,2,5,1 2 4,5,4,5 6,4,1,1,10,0,1,888,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,,0,,0,0,0,,,,,,,,2,2,4,2,3,4,1,5,1,5,1,5,2,12,5,2,1,1,3,7,2,3,5,5,1,1,0,,4,2,
