hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hwhoperm,hallocateoften,hnewclear_a,hcleardriver1,hcleardriver2,hrank_health,hrank_farmland,hrank_edu,hrank_job,watsource,watsource_prim,watsource_hhnum,watsource_safe,watsource_whysafe,watsource_whynosafe,borehole_func,borehole_nonfunc,borehole_mgmt,borehole_chall_yn,borehole_chall,borehole_seaschng,borehole_yrchng,health_dist,health_trans,health_qual,health_out,health_outfreq,health_outtype,health_chw,health_chwtype,health_chwfreq,health_chwsvc,fhhinc_timber,fhhinc_nontimber,fincomeprod_1,fincomeprod_2,forest_noaccess,noaccwhy,noaccimpact,forstrict_who,forguard,ccrb_yn,ccrb_name,vag_yn,vag_name,vag_meet,vag_whoattnd,vag_women,vag_womrestrict,vag_youth,govern_foruse,gov_change,gov_changewho,fparticipateyn,ftalk_who,comsvc,comsvc_watsan_yr,comsvc_watsan_imp,comsvc_edu_yr,comsvc_edu_imp,comsvc_health_yr,comsvc_health_imp,comsvc_mgmt,hunt_unauth,wood_unauth,fpolicy_action,fpolicy_effective,fclear_yn,fclear_punishyn,fclear_punish,fclear_rulebreak,fclear_rulefollow,fclear_who,fclear_whomost,fhuntfire_yn,fhuntfire_punishyn,fhuntfire_punish,fhuntfire_rulebreak,fhuntfire_rulefollow,fhuntfire_who,fhuntfire_whomost,ftimber_yn,ftimber_punishyn,ftimber_punish,ftimber_rulebreak,ftimber_rulefollow,ftimber_who,ftimber_whomost,ffire_yn,ffire_punishyn,ffire_punish,ffire_rulebreak,ffire_rulefollow,ffire_who,ffire_whomost,hproblem_job,hfsupport,hfsupport_who,hfsupport_type,hfrstserv_ben_1,hfrstserv_ben_2,hfrstserv_ben_3,hfrstserv_ben_4,hfrstserv_ben_5,hfrstserv_ben_6,htourism_pay,htourism_whoreceive,htourism_amt,hmine_co,hmine_pay,hmine_whoreceive,hmine_amt,watt_tour,watt_lodge,crbatt_employ,conserve_neg,hunt_prestige,parkatt_waste,parkatt_help,parkatt_employ,parkatt_meat,parkatt_adverse,parkatt_outside,parkatt_harrass,hvage,hvsize,hvsize_pop,hvsize_chng,hvsize_where,hvsize_tribe,hnear_primschool,hnear_secschool,hnear_road,hnear_mkt,hmigrate_farm,health_dist,fhhconsume,vag_yn,vag_youth,comsvc_watsan_yr,comsvc_edu_yr,comsvc_health_yr,
5,7,2,3,2,2,100,3,2,5,5,5,5,2,,20,3,,3,4,2,1,1,3,0,3,5,2,3,1,4,1 12,1,1 5,4,1 12,4,4,7,21,0,,,,0,1,4,1,25,3,1,0,3,0,1,0,,1,5,4 5,,,2,5,2,5,5,4,4,5,2,1,1,3,0,1,2,,1,1,3,1,1,2,,1,1,3,3,2,2,,1,1,3,2,2,2,,9,0,,,0,0,0,0,0,1,,,,,,,,1,1,1,5,5,5,2,2,5,5,1,5,2,13,9,1,1,1,5,7,2,3,2,5,2,1,0,,2,2,
3,7,2,3,2,5,0,,,5,1,5,5,2 4,2,30,2,1 3,2,1,0,1,0,,2,2,4,1,2,0,,,0,,,,5,1,20,0,0,,,,1,1,4,0,,,,,5,,5,0,,1,2 3 8,0,,,,,,,4 5,5,3,4 5,2,0,,,,,,,1,1,10,0,1,2,,1,1,10,0,1,97,,1,1,10,0,1,2 3,3,2,0,,,0,0,0,0,0,0,,,,,,,,1,2,1,4,5,5,1,3,1,4,5,2,2,1,1,5,,,3,7,2,3,5,4,1,0,,,,,
3,3,2,3,2,4,0,,,2,5,3,5,2,,80,1,1,,2,0,2,1,2,0,3,3,1,1,1,3,3 4,1,3,3,3 4,4,4,3,0,1,6,9,7,1,1,5,1,28,3,4,1,0,1,2,0,,1,1 2 8,0,,,,,,,1 4,4,4,1 4,2,1,1,4 12,1,1,1,,1,1,12,1,1,1,,1,1,12,0,1,1 4,4,1,1,10,0,1,1,,10,0,,,0,0,0,0,0,0,,,,,,,,2,4,2,4,4,4,2,2,4,4,2,4,1,11,1,5,,,3,3,2,3,1,3,1,1,1,,,,
2,2,2,2,4,4,10,1,2,5,4,5,5,2,,200,1,3,,1,0,2,1,2,0,3,2,1,2,1,2,1 3 4,0,,,,4,4,21,20,1,7,5,2,1,1,5,1,28,2,3 4,1,0,1,2,0,,1,1 2 8,5,,,,,2,5,0,5,5,4 5,2,1,1,10,0,1,2,,1,1,10,0,1,2,,1,1,10 12,0,1,4,,1,1,10,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,3,2,2,4,1,3,3,4,4,4,2,21,5,5,,,2,2,2,2,4,2,1,1,1,,,2,
2,4,4,11,2,3,0,,,5,5,5,5,2,,20,3,,1,1,0,4,1,2,0,4,2,1,4,0,,,1,1,5,2,5,5,7,5,1,2,0,1,1,0,,0,,,,,,,1,0,,0,,,,,,,,,,2,3,1,2,1,1,3 12,2,2,1 2,1,1,1,1 2,5,2,1 2,1,1,1,1 2 3,10,2,1 2,1,1,1,1 2 3,15,2,1 2,1,10,1,1,1,0,0,0,0,0,0,,,,,,,,2,2,,5,2,4,4,2,4,4,4,5,1,6,2,4,,,2,4,4,11,5,2,4,0,,,,,
2,9,10,2,2,4,8,2,3,4,3,4,5,8,,50,3,,2,,2,1,1,2,,,2,1,2,1,2,3 97,1,1,3,3 4,5,4,7,21,1,3 6,9 10,1 2 5 7 8,1,1,5,1,30,3,4,1,0,1,1,0,,1,2 3 8,4,,,4,5,,,5,2,2,1 5,1,1,1,10 12 13,0,1,2 4,4,1,1,10 13 15,0,1,2 4,4,1,1,10 12 13,0,2,2 4,4,1,1,15,3,2,1,,10,0,,,0,0,0,0,0,0,,,,,,,,2,3,3,4,1,1,3,3,1,2,1,1,2,12,3,4,,,2,9,10,2,5,2,1,1,1,,4,,
3,7,3,7,2,3,100,1,3,4,5,5,5,4,,50,3,,3,,1,3,1,2 5,,,3,1,1,0,,,1,1,3,4 11 97,5,3,22,14,1,6,0,2 8,1,1,5,1,29,3,1,1,0,0,8,0,,0,,4 5,,,3,4,2,5,5,5,5,4 5,5,1,1,1 2,0,1,2,,1,0,,0,1,2,,1,1,1 2,0,1,2,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,3,5,1,4,1,5,2,3,3,5,2,50,9,1,1 5 11 13 14,4 5 6,3,7,3,7,5,3,1,1,0,,3,2,
2,6,3,2,2,3,5,1,97,5,5,5,5,2,,35,1,2,,1,0,1,1,1 2,1,1,2,2,2,1,3,1 4 11,1,4 5,3,1 4 11,5,1,7,14,1,2 5,4 6,97,1,1,4,1,23,3,1,1,0,0,5,1,2,1,4,0,,,,,,,0,4,3,3 5,2,1,1,3,1,1,2,,0,,,,,,,1,1,3,2,1,2,,1,1,3,1,1,2,,8,1,3,2 3,0,0,0,0,0,1,,,,,,,,1,1,4,5,5,5,2,3,5,5,1,4,1,35,2,2,1,1,2,6,3,2,4,2,3,1,0,,,,
3,6,3,3,3,4,2,1,2,5,2,5,5,2,,30,1,3,,1,0,2,1,3,2,4,3,1,4,0,,,1,5,3,1,5,5,0,,1,3,5 10,10 11,1,1,4,1,23,4,1,1,0,1,5,0,,0,,0,,,,,,,888,4,4,1,1,1,1,10,0,1,888,,1,1,10 13,0,1,888,,1,1,10 12,0,1,888,,0,,,,,,,10,1,10,2,0,0,0,0,0,0,,,,,,,,1,1,4,4,4,5,5,2,2,3,5,5,1,12,3,2,1,1,3,6,3,3,1,3,1,1,1,,,,
2,6,2,2,3,2,12,3,1,5,5,5,5,2,,120,1,1,,2,0,1,1,3,0,1,2,1,2,1,3,1 4 11,1,5,3,1 4 11,4,4,0,,1,2 5,4 6 9 10,5 8,1,0,,0,,,,,,,2,0,,0,,,,,,,,,,2,2,0,,1,1,3,0,4,1,,1,1,10 12,1,1,2,,1,1,3,2,1,2,,1,1,3,2,1,2,,8,0,,,0,0,0,0,0,1,,,,,,,,1,1,,5,5,5,4,4,5,2,1,4,1,35,9,1,1,1,2,6,2,2,3,2,2,0,,,,,
2,2,3,2,1,5,0,,,5,5,5,5,2,,40,1,1,,1,0,2,0,,2,5,2,1,4,0,,,0,,,,4,4,3,0,0,,,,1,1,5,0,,,,,0,,1,0,,0,,0,,,,,,,0,4,5,5 6,4,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,2,4,4,3,4,5,4,5,4,4,1,5,1,22,7,2,2,1,2,2,3,2,5,2,3,0,,,,,
3,4,3,4,3,4,5,1,2,5,5,5,5,2,,22,1,1,,1,0,2,0,,0,3,4,1,1,1,2,1 3 4 6,1,1,3,1,5,5,1,0,0,,,,0,1,4,,,,,,888,,5,0,,1,4 97,97,,,,,,,0,5,4,0,,1,1,11,0,2,3,,0,,,,,,,1,1,12,0,2,3,,0,,,,,,,10,0,,,0,0,0,0,0,1,,,,,,,,1,5,2,2,3,1,5,1,1,5,5,,1,22,7,2,5 14,1 5,3,4,3,4,5,4,4,,,,,,
2,2,2,2,2,4,0,,,5,4,5,5,2,,100,2,3,2,2,2,1 2,1,2,0,3,3,1,1,1,3,3 4,1,3,3,3 4,2,5,20,7,1,6,4 5,7,1,1,5,0,,,,,5,,1,0,,0,,5,,,,,1,5,0,5,3,5,2,0,,,,,,,0,,,,,,,1,1,15,0,1,4 5,4,1,0,,0,1,1 2,2,10,0,,,0,0,0,0,0,0,,,,,,,,2,4,2,2,1,5,1,4,1,3,4,4,2,10,3,2,97,1,2,2,2,2,3,3,1,0,,,,1,
2,3,2,2,1,5,0,,,5,5,5,5,2,,25,1,1,,1,0,2,1,2,0,3,2,1,4,1,2,1 3,0,,,,5,5,11,21,1,3,0,8,0,1,4,,,,,,888,,1,0,,0,,0,,,,,,,0,4,2,1 5,4,0,,,,,,,0,,,,,,,1,1,10,0,4,3,,0,,,,,,,5,0,,,0,0,0,0,0,1,,,,,,,,1,1,,,4,5,1,5,4,5,5,5,2,17,5,2,1,1,2,3,2,2,2,2,4,,,,,,
2,2,2,2,4,5,0,,,5,5,5,5,2,,150,3,,2 3,3,0,1,1,2 3,1,2,2,1,2,1,3,97,0,,,,4,5,7,21,1,6,5,7 8,1,1,5,1,28,3,4,1,0,0,2,1,8,0,,5,,,,,2,5,0,5,5,1 5,2,1,1,10,0,1,2,,1,1,10 12 13,1,1,2,,1,1,1 2 10,0,1,2 4,4,1,1,10,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,2,2,5,3,1,5,2,2,1,4,5,4,2,10,6,4,,,2,2,2,2,1,2,1,1,0,,,2,
2,4,3,4,1,5,0,,,5,5,5,5,2,,35,1,1,,1,0,2,0,,2,4,4,2,1,1,2,1 4,1,1,2,4,5,5,0,,1,6,3,8,,1,4,0,,,,,0,,8,,,0,,0,,,,,,,0,3,2,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,8,1,1,3,0,0,0,0,0,0,,,,,,,,5,5,,1,1,5,4,5,5,5,5,5,2,35,6,1,5 13,5,2,4,3,4,3,4,5,0,,,,,
5,8,3,5,1,5,0,,,4,5,5,4,4,,15,2,3,3,,0,,,,,,5,1,1,0,,,0,,,,5,5,0,,0,,,,0,1,5,0,,,,,0,,8,0,,0,,0,,,,,,,0,5,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,1,2,4,2,2,2,2,4,1,1,2,2,2,15,7,1,14,4,5,8,3,5,5,5,5,0,,,,,
2,7,2,7,2,4,1,4,,5,5,5,5,4,,30,1,3,,,0,,,,,,6,2,3,1,2,1 3 6,1,1,1,888,5,5,11,5,0,,,,0,0,,0,,,,,,,2,0,,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,1,5,3,0,0,0,0,0,0,,,,,,,,5,5,,5,5,4,1,5,5,4,,5,2,30,7,2,5 14,4 5,2,7,2,7,5,6,5,0,,,,,
3,9,2,7,4,1,12,2,1,5,5,5,5,8,,20,3,,1,,1,5,1,2 3 5,,,3,1,5,0,,,0,,,,5,5,0,,1,6,6,8,0,1,97,1,97,4,1,1,0,1,3,0,,1,8,0,,,,,,,2 5,5,5,5,2,0,,,,,,,1,1,10,0,1,1 2,2,1,1,1 2,0,1,2,,0,,,,,,,1,0,,,0,0,0,0,0,0,,,,,,,,5,5,3,4,5,5,1,5,3,4,2,1,2,12,4,2,4,1 3 4 6,3,9,2,7,5,3,1,1,1,,,,
4,8,3,4,2,4,20,2,1,5,4,3,3,4,,194,2,3,3,,0,,,,,,4,1,5,1,3,1 3,1,1,1,4,5,5,17,5,1,3,0,7,1,1,,1,,5,1,,888,,1,1,1,1,3 4,0,,,,,,,0,3,4,0,,1,1,10,0,1,888,,0,,,,,,,1,1,10,0,1,1,,1,1,3 12,0,1,1,,1,0,,,0,0,0,0,0,0,,,,,,,,,5,,4,3,5,,5,5,5,1,5,2,13,9,1,5 14,4 5,4,8,3,4,4,4,5,1,,,,,
3,8,2,7,2,4,20,2,1,5,5,4,4,4,,205,3,,1,,0,,,,,,3,1,2,1,2,1 3 4,1,5,2,1 2 11,4,5,0,,0,,,,0,0,,0,,,,,,,1,0,,0,,,,,,,,,,3,5,0,,1,1,3,0,1,2,,1,1,12,0,1,2,,0,,,,,,,1,1,15,0,1,1,,10,0,,,0,0,0,0,0,0,,,,,,,,3,5,,3,1,5,1,5,5,3,4,4,1,46,9,1,5 14,4 5,3,8,2,7,5,3,1,0,,,,,
2,9,3,8,2,4,0,,,4,1,5,4,4,,30,3,,2 3,,0,,,,,,4,1,1,1,2,1 3 4,1,3,3,1 2 3 4,5,5,0,,0,,,,0,0,,0,,,,,,,1,0,,1,2,,,,,,,,,4,5,0,,1,1,10,0,1,97,,0,,,,,,,1,1,15,0,1,97,,1,1,6,0,1,97,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,5,2,3,1,5,4,3,1,5,1,30,9,1,5 13 14,4 5,2,9,3,8,5,4,1,0,,,,,
1,7,2,7,2 4,4,0,,,5,1,5,5,4,,12,1,3,,,0,,,,,,4,2,1,1,3,1 3 97,1,1,2,1 3,5,5,0,,0,,,,1,1,5,1,97,4,1,1,0,1,,,,0,,0,,,,,,,0,,4,0,,1,1,12,0,1,1,,,,,,,,,1,1,10 12,0,1,888,,1,1,3,0,1,888,,10,1,7,3,0,0,0,0,0,0,,,,,,,,,,,,4,,1,2,4,4,,4,1,12,3,2,14,3,1,7,2,7,5,4,5,1,1,,,,
5,8,2,7,2 4,5,0,,,3,5,5,5,4,,100,3,,1 3,,0,,,,,,3,1,3,0,,,0,,,,5,5,0,,0,,,,0,0,,0,,,,,,,3,0,,0,,,,,,,,,,5,5,0,,1,0,,0,1,2,,1,1,3,0,2,1 2,2,1,1,10,0,1,2,,1,0,,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,3,2,4,5,5,3,3,3,4,1,20,9,3,,,5,8,2,7,5,3,1,0,,,,,
3,8,3,8,1,5,0,,,5,4,5,5,4,,25,2,1,3,,0,,,,,,5,2,2,1,3,1 3,0,,,,5,5,2,5,0,,,,0,0,,0,,,,,,,1,0,,0,,,,,,,,,,5,5,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,2,1,6 7,3,0,0,0,0,0,0,,,,,,,,5,5,,,5,1,,,,,5,5,2,25,7,2,14,4,3,8,3,8,5,5,1,0,,,,,
2,7,2,7,2,3,0,,,5,5,5,5,4,,32,2,2,3,,0,,,,,,2,1,5,0,,,1,1,4,1,5,5,0,,0,,,,0,0,,0,,,,,,,1,0,,0,,,,,,,,,,,,888,,0,,,,,,,0,,,,,,,0,,,,,,,1,1,4 8,0,1,888,,10,0,,,0,0,0,0,0,0,,,,,,,,3,3,,,,,4,3,5,5,,,1,32,7,1,14,4,2,7,2,7,5,2,5,0,,,,,
2,7,2,4,2 4,3,0,,,5,5,5,5,2,,20,1,3,,1,0,1,0,,2,4,5,2,3,1,3,1 3,1,1,3,3 11,5,3,21,14,1,2,4 9 10,10,1,1,4,0,,,,,0,,8,0,,0,,0,,,,,,,3 4 5,5,4,5,3,0,,,,,,,1,1,10,0,2,97,,1,1,10 12,0,2,2,,1,1,10,2,1,1 2,1,10,0,,,0,0,0,0,0,0,,,,,,,,2,3,3,4,1,4,1,3,2,4,2,4,2,7,2,5,,,2,7,2,4,2,5,1,0,,,,,
1,8,3,2,2,1,12,1,2,5,5,5,5,2 6,6,20,3,,1,1,0,1,1,97,1,1,4,2,1,1,2,1,1,1,2,1,5,4,0,,0,,,,0,1,4,1,25,5,1,1,0,0,2,0,,0,,5,,,,,2,5,5,5,3,5,1,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,1,2,,1,1,3,0,1,2,,8,0,,,0,0,0,0,0,0,,,,,,,,4,2,5,5,5,5,5,5,5,5,1,5,1,20,3,1,1,1,1,8,3,2,1,4,1,1,0,,,2,
2,6,1,2,2,1,13,1,2,5,5,5,5,3 4,3,90,2,3 97,1 97,,0,,,,,,2,1,2,0,,,1,1,5,4,5,5,0,,0,,,,1,1,,0,,,,,888,,5,0,,0,,0,,,,,,,0,4,3,1,3,0,,,,,,,0,,,,,,,0,,,,,,,1,1,15,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,5,5,5,4,1,4,5,5,2,5,2,7,2,3,,,2,6,1,2,4,2,1,0,,,,,
3,6,1,4,4,1,0,,,5,5,5,5,3 8,3,50,2,3,1,,1,1,1,1 5,,,4,1,2,1,2,1 4 8 11 97,1,1 2 5,2,2 4,5,5,0,,0,,,,0,,,,,,,,,,0,0,,0,,,,,,,,,,5,5,0,,1,1,15,0,1,97,,0,,,,,,,1,1,15,0,1,4,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,5,5,2,1,5,5,4,1,5,2,2,1,3,,,3,6,1,4,5,4,1,,,,,,
2,6,1,6,2 4,1,0,,,5,5,5,5,4,4,85,3,,1,,0,,,,,,4,2,3,1,3,1 3 4 6,1,2 5,,97,4,5,0,,0,,,,0,,,,,,,,,,0,0,,0,,,,,,,,,,5,2,0,,1,1,3 6 15,0,1,97,,0,,,,,,,1,1,1 15,0,1,4,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,5,5,4,5,5,5,5,4,,2,100,9,1,1 4,3 4 7 97,2,6,1,6,5,4,1,,,,,,
1,3,1,3,2,2,0,,,5,5,5,5,3 4,3,61,1,1 3,,,0,,,,,,3,1,2,1,2,1 4 97,1,1 2 5,2,4 7,5,5,0,,0,,,,,0,,0,,,,,,,8,0,,0,,,,,,,,,,5,5,1,1,0,,,,,,,1,1,12 14,0,1,97,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,2,5,1,4,2,2,5,4,5,2,87,9,2,1 97,3 4,1,3,1,3,5,3,1,0,,,,,
1,6,1,6,2,1,0,,,5,5,5,5,3 4,3,30,1,1 3 97,,,0,,,,,,4,1,1,1,3,1 4 11 97,1,2 5,3,1 4,5,4,0,,0,,,,0,,,,,,,,,,1,0,,0,,,,,,,,,,5,3,0,,1,1,1 7 11 15,0,1,97,,0,,,,,,,1,1,1 2 3 11 15,0,1,97,,1,1,3 11 15,0,1,97,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,5,5,4,1,5,5,5,4,5,2,45,3,2,2 4,4 7,1,6,1,6,5,4,1,,,,,,
2,5,1,4,2,1,2,2,0,5,5,5,5,3 4,3,100,2,3,1 97,,0,,,,,,4,1,1,1,3,1 4 11 97,1,1,2,1 4,5,4,5,20,0,,,,0,0,,1,32,2,6,1,0,1,5,0,,1,2 3 8 97,,,,,,,,,4,4,1 5,1,1,1,15,0,1,2,,1,1,3 7 13,0,1,97,,1,1,1 2 3 7 12 15,0,1,3 4,4,1,1,3 15,0,1,3,,5,0,,,0,0,0,0,0,0,,,,,,,,1,5,,5,5,4,2,2,5,4,4,5,2,6,1,2,1,3,2,5,1,4,5,4,1,1,1,,,,
3,6,1,3,1,4,0,,,5,5,5,5,4,,2,3,,1 3 97,,0,,,,,,3,1,2,0,,,0,,,,5,5,0,,0,,,,1,,,0,,,,,,,0,0,,0,,,,,,,,,,5,3,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,4,5,4,1,5,5,4,4,5,2,2,1,3,,,3,6,1,3,5,3,1,0,,,,,
4,8,,4,1,1,5,1,2,5,5,5,5,4,6,9,3,,1 97,,0,,,,,,3,1,2,1,4,1 3,1,1,4,1 4,5,4,21,11,1,6,5 9 10,5 8,1,,,,,,,,,,8,0,,1,2 97,,,,,,,,,4,3,888,2,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,1,,,,,,,,2,5,,5,5,1,1,2,3,2,,5,2,24,6,2,1 2,3 6,4,8,,4,5,3,1,,,,,,
4,4,9,11,2 3,4,9,2,0,5,5,5,5,4 8,4,25,3,,1 2 97,,0,,,,,,4,1,1,1,3,1 3 10,1,1 2 3,3,1 4 11 97,4,4,5,21,1,6,5,5 8,1,1,6,1,38,,888,1,0,1,1,0,,0,,0,,,,,,,1,5,3,1 2 3,2,0,,,,,,,1,1,1 2 12 13,0,1,888,,1,1,1 2 3,1,1,2 3 4,3,1,1,15,0,1,2 3,3,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,2,4,4,2,1,4,4,4,4,1,2,8,2,2,97,3,4,4,9,11,5,4,1,1,1,,,,
3,,10,,1,5,0,,,5,5,5,5,4,,6,3,,1 3 97,,0,,,,,,3,1,1,1,3,1 4 11 97,1,1,2,1 11,1,5,0,,1,6,10,8,1,,,,,,,,,,8,0,,0,,,,,,,,,,,3,1,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,4,4,,4,5,3,2,2,5,4,,1,1,6,1,3,,,3,,10,,5,3,1,,,,,,
3,11,10,11,2,5,1,2,0,5,5,5,5,4,,1,3,,1,,0,,,,,,3,1,1,0,,,1,5,2,11 97,5,1,7,0,0,,,,0,0,,0,,,,,,,1,0,,0,,,,,,,,,,5,3,1,5,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,,4,4,3,1,5,5,4,4,5,2,1,1,5,,,3,11,10,11,5,3,1,0,,,,,
3,11,10,10,2,4,0,,,5,5,5,5,4 8,4,5,3,,1,,0,,,,,,3,1,1,1,3,1 3 4 11 97,1,1,2,1 11 97,5,1,21,0,0,,,,0,1,6,1,38,4,2 3,1,0,1,0,0,,1,3,97,,,,,,,1,5,3,1,1,0,,,,,,,1,1,888,0,1,2,,0,,,,,,,1,1,9 15,0,1,97,,10,0,,,0,0,0,0,0,0,,,,,,,,2,5,2,2,4,4,2,2,5,1,4,3,2,3,1,3,,,3,11,10,10,5,3,1,1,1,,,,
4,11,10,11,1,4,2,2,0,5,5,5,5,8,,40,3,,1 2 3,,0,,,,,,5,1,1,1,2,1 3 4,1,1,2,1 4,5,5,0,,1,3,10,8,1,1,6,1,38,5,6,1,0,1,8,0,,0,,0,,,,,,,0,5,5,0,,0,,,,,,,1,1,1 2 12 13,0,1,97,,1,1,1 2 12 13,0,1,97,,1,1,12 13 14,0,1,97,,9,0,,,0,0,0,0,0,0,,,,,,,,5,5,4,4,5,5,5,5,5,5,1,1,2,11,2,4,,,4,11,10,11,5,5,2,1,1,,,,
4,,,,4,1,0,,,5,5,5,5,4 8,4,3,3,,1,,0,,,,,,4,1,2,0,,,1,1,3,4,5,5,6,0,0,,,,0,1,,,,,,,3,,8,0,,0,,0,,,,,,,1,5,4,1,,0,,,,,,,1,1,9 12 13,2,1,2,,1,1,1 2 3 9 13,0,1,2,,1,1,15,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,5,2,5,2,1,5,5,2,2,2,1,2,1,3,,,4,,,,5,4,1,,,,,,
1,11,10,11,2,5,0,,,5,5,5,4,4 8,4,16,3,,1 2 3 97,,1,4,1,5,,,5,1,1,1,3,1 6,1,1,3,3 4,4,5,0,,1,2 3,5,8,1,0,,1,38,5,888,0,4,0,8,0,,0,,,,,,,,,,5,2,888,5,1,1,15,2,2,1,,1,1,1 2 3 13,0,1,3,,1,1,1 2 3 12 15,4,1,4,,1,1,15,0,1,888,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,4,4,4,4,4,5,4,2,1,2,26,4,4,,,1,11,10,11,5,5,1,1,0,,,,
3,11,10,11,1,4,6,2,0,5,5,5,5,2,,8,1,3 97,,1,1,2 4,0,,2,3,6,1,2,1,4,1 3 6 11 97,0,,,,5,5,0,,0,,,,1,0,,,,,,,,,12,0,,0,,,,,,,,,,5,4,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,6,0,,,0,0,0,0,0,0,,,,,,,,4,5,,5,3,1,1,5,5,2,1,1,2,8,2,3,,,3,11,10,11,5,6,1,,,,,,
3,11,10,11,1,5,2,2,0,5,5,5,5,4 8,4,50,3,,1 3,,0,,,,,,3,1,2,1,3,888,1,1 2,1,4 11,5,5,0,,1,3,6,5 8,1,,,,,,,,,,2,0,,0,,,,,,,,,,5,3,1 2,3,1,1,15,0,1,2,,1,1,3 6,4,1,2,,0,,,,,,,1,1,15,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,4,2,2,2,5,5,2,2,1,2,12,2,2,97,3,3,11,10,11,5,3,1,,,,,,
2,11,10,11,4,1,3,2,0,5,5,5,5,4 8,4,7,3,,1 2 3,,0,,,,,,3,1,2,0,,,1,1,4,4,5,5,0,,0,,,,1,1,6,1,38,,888,1,0,0,5,0,,0,,0,,,,,,,0,5,5,1 2,1,0,,,,,,,1,1,12 13,0,1,97,,1,1,1 2 12 13,0,1,2,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,5,2,4,2,3,4,5,2,2,1,2,7,1,1,1,3,2,11,10,11,5,3,1,1,0,,,,
4,10,10,11,1,5,0,,,5,5,5,5,4,,3,3,,1 2,,0,,,,,,4,1,2,0,,,1,1,3,4,5,1,1,0,0,,,,0,1,97,,,,,,888,,0,0,,0,,0,,,,,,,1,5,2,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,5,4,4,5,1,5,5,1,5,1,2,3,1,1,97,6,4,10,10,11,5,4,1,,,,,,
4,11,10,11,1,5,2,2,0,5,5,5,5,8,,20,3,,1 97,,0,,,,,,4,1,1,1,3,1 4 11 12 97,0,,,,5,1,0,,0,,,,1,1,,,,,,,888,,0,0,,0,,0,,,,,,,0,5,4,0,,0,,,,,,,0,,,,,,,1,1,1 2 12,0,1,4,,1,1,3 15,0,1,97,,10,0,,,0,0,0,0,0,0,,,,,,,,,5,5,1,2,5,1,5,5,2,3,1,2,2,1,3,,,4,11,10,11,5,4,1,,,,,,
3,11,9,11,1,5,1.24000001,2,0,5,5,5,5,4 8,4,100,3,,1 3,,0,,,,,,3,1,2,0,,,1,1,3,1 4,5,5,1,0,1,3,5,5 11,1,,,1,97,,4 6,0,888,0,0,0,,0,,,,,,,,,,5,1,1,4,1,1,12,4,1,2,,1,1,1 2 12,0,1,2,,1,1,1 2 3 12,1,1,2 5,5,1,1,12,0,1,2,,10,0,,,0,0,0,0,0,0,,,,,,,,4,5,,4,2,1,1,2,3,2,1,2,2,15,4,2,1 97,3,3,11,9,11,4,3,1,1,0,,,,
4,11,9,10,1,5,0,,,5,5,5,5,8,,9,3,,1 3,,0,,,,,,4,1,1,1,3,1 3 4 11 97,1,1 2,3,1 11 97,5,5,0,,0,,,,0,0,,1,38,5,5,0,2,0,1,0,,0,,,,,,,,,,5,3,0,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,5,,4,5,2,1,2,5,4,,1,1,6,1,3,,,4,11,9,10,5,4,1,1,0,,,,
3,11,10,11,1,5,4,2,0,5,5,5,5,4,,20,3,,1,,0,,,,,,3,1,2,1,3,10 97,1,1,3,1 3,5,5,0,,0,,,,1,1,6,1,38,5,888,1,0,0,0,0,,0,,0,,,,,,,1 2,4,3,1,2,1,1,11 13 15,0,1,2,,1,1,12 13,0,1,2,,1,1,1 2 13 15,0,1,97,,0,,,,,,,10,0,,,0,0,0,0,0,0,,,,,,,,5,4,4,1,4,2,2,4,4,2,1,1,1,3,1,3,,,3,11,10,11,5,3,1,1,0,,,,
